t	lab_wwtp_unique_id	log_conc	date	lod_sewage	below_LOD	daily_hosp_admits	daily_hosp_admits_for_eval	pop	forecast_date	hosp_calibration_time	site	ww_pop	inf_per_capita
59	4		2023-12-27			15	15	1e+06	2024-02-05	90	3	1e+05	0.00120113303290099
59	5	5.87429657105247	2023-12-27	3.86712344199376	0	15	15	1e+06	2024-02-05	90	4	50000	0.00120113303290099
60	1		2023-12-28			15	15	1e+06	2024-02-05	90	1	4e+05	0.00117034513242189
60	2		2023-12-28			15	15	1e+06	2024-02-05	90	1	4e+05	0.00117034513242189
60	3	8.76052661905076	2023-12-28	4.01075017260572	0	15	15	1e+06	2024-02-05	90	2	2e+05	0.00117034513242189
60	4		2023-12-28			15	15	1e+06	2024-02-05	90	3	1e+05	0.00117034513242189
60	5		2023-12-28			15	15	1e+06	2024-02-05	90	4	50000	0.00117034513242189
61	1		2023-12-29			16	16	1e+06	2024-02-05	90	1	4e+05	0.00114037114655214
61	2		2023-12-29			16	16	1e+06	2024-02-05	90	1	4e+05	0.00114037114655214
61	3		2023-12-29			16	16	1e+06	2024-02-05	90	2	2e+05	0.00114037114655214
61	4		2023-12-29			16	16	1e+06	2024-02-05	90	3	1e+05	0.00114037114655214
61	5		2023-12-29			16	16	1e+06	2024-02-05	90	4	50000	0.00114037114655214
62	1		2023-12-30			14	14	1e+06	2024-02-05	90	1	4e+05	0.00111147947392433
62	2		2023-12-30			14	14	1e+06	2024-02-05	90	1	4e+05	0.00111147947392433
62	3	8.78382910218133	2023-12-30	4.01075017260572	0	14	14	1e+06	2024-02-05	90	2	2e+05	0.00111147947392433
62	4		2023-12-30			14	14	1e+06	2024-02-05	90	3	1e+05	0.00111147947392433
62	5		2023-12-30			14	14	1e+06	2024-02-05	90	4	50000	0.00111147947392433
63	1		2023-12-31			21	21	1e+06	2024-02-05	90	1	4e+05	0.00108359782801036
63	2		2023-12-31			21	21	1e+06	2024-02-05	90	1	4e+05	0.00108359782801036
63	3		2023-12-31			21	21	1e+06	2024-02-05	90	2	2e+05	0.00108359782801036
63	4		2023-12-31			21	21	1e+06	2024-02-05	90	3	1e+05	0.00108359782801036
63	5	7.38108580547644	2023-12-31	3.86712344199376	0	21	21	1e+06	2024-02-05	90	4	50000	0.00108359782801036
64	1		2024-01-01			15	15	1e+06	2024-02-05	90	1	4e+05	0.000958544149071965
64	2		2024-01-01			15	15	1e+06	2024-02-05	90	1	4e+05	0.000958544149071965
64	3		2024-01-01			15	15	1e+06	2024-02-05	90	2	2e+05	0.000958544149071965
64	4		2024-01-01			15	15	1e+06	2024-02-05	90	3	1e+05	0.000958544149071965
64	5		2024-01-01			15	15	1e+06	2024-02-05	90	4	50000	0.000958544149071965
65	1	8.82362479595895	2024-01-02	3.80549506716936	0	14	14	1e+06	2024-02-05	90	1	4e+05	0.000920852323403138
65	2		2024-01-02			14	14	1e+06	2024-02-05	90	1	4e+05	0.000920852323403138
65	3		2024-01-02			14	14	1e+06	2024-02-05	90	2	2e+05	0.000920852323403138
65	4		2024-01-02			14	14	1e+06	2024-02-05	90	3	1e+05	0.000920852323403138
65	5	5.90928660433236	2024-01-02	3.86712344199376	0	14	14	1e+06	2024-02-05	90	4	50000	0.000920852323403138
66	1		2024-01-03			16	16	1e+06	2024-02-05	90	1	4e+05	0.000869425096381393
66	2		2024-01-03			16	16	1e+06	2024-02-05	90	1	4e+05	0.000869425096381393
66	3		2024-01-03			16	16	1e+06	2024-02-05	90	2	2e+05	0.000869425096381393
66	4		2024-01-03			16	16	1e+06	2024-02-05	90	3	1e+05	0.000869425096381393
66	5		2024-01-03			16	16	1e+06	2024-02-05	90	4	50000	0.000869425096381393
67	1		2024-01-04			14	14	1e+06	2024-02-05	90	1	4e+05	0.00082017174434338
67	2		2024-01-04			14	14	1e+06	2024-02-05	90	1	4e+05	0.00082017174434338
67	3		2024-01-04			14	14	1e+06	2024-02-05	90	2	2e+05	0.00082017174434338
67	4		2024-01-04			14	14	1e+06	2024-02-05	90	3	1e+05	0.00082017174434338
67	5		2024-01-04			14	14	1e+06	2024-02-05	90	4	50000	0.00082017174434338
68	1		2024-01-05			7	7	1e+06	2024-02-05	90	1	4e+05	0.000774375898920149
68	2		2024-01-05			7	7	1e+06	2024-02-05	90	1	4e+05	0.000774375898920149
68	3		2024-01-05			7	7	1e+06	2024-02-05	90	2	2e+05	0.000774375898920149
68	4		2024-01-05			7	7	1e+06	2024-02-05	90	3	1e+05	0.000774375898920149
68	5		2024-01-05			7	7	1e+06	2024-02-05	90	4	50000	0.000774375898920149
69	1		2024-01-06			12	12	1e+06	2024-02-05	90	1	4e+05	0.000731171823371798
69	2		2024-01-06			12	12	1e+06	2024-02-05	90	1	4e+05	0.000731171823371798
69	3		2024-01-06			12	12	1e+06	2024-02-05	90	2	2e+05	0.000731171823371798
69	4		2024-01-06			12	12	1e+06	2024-02-05	90	3	1e+05	0.000731171823371798
69	5	6.47983174817185	2024-01-06	3.86712344199376	0	12	12	1e+06	2024-02-05	90	4	50000	0.000731171823371798
70	1		2024-01-07			16	16	1e+06	2024-02-05	90	1	4e+05	0.000690411943226136
70	2		2024-01-07			16	16	1e+06	2024-02-05	90	1	4e+05	0.000690411943226136
70	3		2024-01-07			16	16	1e+06	2024-02-05	90	2	2e+05	0.000690411943226136
70	4		2024-01-07			16	16	1e+06	2024-02-05	90	3	1e+05	0.000690411943226136
70	5	6.38750048014559	2024-01-07	3.86712344199376	0	16	16	1e+06	2024-02-05	90	4	50000	0.000690411943226136
71	1		2024-01-08			15	15	1e+06	2024-02-05	90	1	4e+05	0.000823597224512825
71	2		2024-01-08			15	15	1e+06	2024-02-05	90	1	4e+05	0.000823597224512825
71	3		2024-01-08			15	15	1e+06	2024-02-05	90	2	2e+05	0.000823597224512825
71	4		2024-01-08			15	15	1e+06	2024-02-05	90	3	1e+05	0.000823597224512825
71	5		2024-01-08			15	15	1e+06	2024-02-05	90	4	50000	0.000823597224512825
72	1	8.46414793720768	2024-01-09	3.80549506716936	0	14	14	1e+06	2024-02-05	90	1	4e+05	0.00080748258927143
72	2		2024-01-09			14	14	1e+06	2024-02-05	90	1	4e+05	0.00080748258927143
72	3		2024-01-09			14	14	1e+06	2024-02-05	90	2	2e+05	0.00080748258927143
72	4		2024-01-09			14	14	1e+06	2024-02-05	90	3	1e+05	0.00080748258927143
72	5		2024-01-09			14	14	1e+06	2024-02-05	90	4	50000	0.00080748258927143
73	1		2024-01-10			14	14	1e+06	2024-02-05	90	1	4e+05	0.000826618103107369
73	2		2024-01-10			14	14	1e+06	2024-02-05	90	1	4e+05	0.000826618103107369
73	3		2024-01-10			14	14	1e+06	2024-02-05	90	2	2e+05	0.000826618103107369
73	4		2024-01-10			14	14	1e+06	2024-02-05	90	3	1e+05	0.000826618103107369
73	5		2024-01-10			14	14	1e+06	2024-02-05	90	4	50000	0.000826618103107369
74	1		2024-01-11			11	11	1e+06	2024-02-05	90	1	4e+05	0.000846403532211776
74	2		2024-01-11			11	11	1e+06	2024-02-05	90	1	4e+05	0.000846403532211776
74	3	8.55794315455975	2024-01-11	4.01075017260572	0	11	11	1e+06	2024-02-05	90	2	2e+05	0.000846403532211776
74	4		2024-01-11			11	11	1e+06	2024-02-05	90	3	1e+05	0.000846403532211776
74	5	5.7255505343884	2024-01-11	3.86712344199376	0	11	11	1e+06	2024-02-05	90	4	50000	0.000846403532211776
75	1		2024-01-12			8	8	1e+06	2024-02-05	90	1	4e+05	0.000865255577508535
75	2		2024-01-12			8	8	1e+06	2024-02-05	90	1	4e+05	0.000865255577508535
75	3	8.76014735348211	2024-01-12	4.01075017260572	0	8	8	1e+06	2024-02-05	90	2	2e+05	0.000865255577508535
75	4	7.61019504798106	2024-01-12	3.57608017908556	0	8	8	1e+06	2024-02-05	90	3	1e+05	0.000865255577508535
75	5		2024-01-12			8	8	1e+06	2024-02-05	90	4	50000	0.000865255577508535
76	1		2024-01-13			17	17	1e+06	2024-02-05	90	1	4e+05	0.000884800635366129
76	2		2024-01-13			17	17	1e+06	2024-02-05	90	1	4e+05	0.000884800635366129
76	3	7.56863796591067	2024-01-13	4.01075017260572	0	17	17	1e+06	2024-02-05	90	2	2e+05	0.000884800635366129
76	4		2024-01-13			17	17	1e+06	2024-02-05	90	3	1e+05	0.000884800635366129
76	5		2024-01-13			17	17	1e+06	2024-02-05	90	4	50000	0.000884800635366129
77	1	8.73956950752577	2024-01-14	3.80549506716936	0	10	10	1e+06	2024-02-05	90	1	4e+05	0.000904924166613176
77	2		2024-01-14			10	10	1e+06	2024-02-05	90	1	4e+05	0.000904924166613176
77	3		2024-01-14			10	10	1e+06	2024-02-05	90	2	2e+05	0.000904924166613176
77	4		2024-01-14			10	10	1e+06	2024-02-05	90	3	1e+05	0.000904924166613176
77	5		2024-01-14			10	10	1e+06	2024-02-05	90	4	50000	0.000904924166613176
78	1		2024-01-15			11	11	1e+06	2024-02-05	90	1	4e+05	0.000861799654799829
78	2		2024-01-15			11	11	1e+06	2024-02-05	90	1	4e+05	0.000861799654799829
78	3	8.58159558797247	2024-01-15	4.01075017260572	0	11	11	1e+06	2024-02-05	90	2	2e+05	0.000861799654799829
78	4		2024-01-15			11	11	1e+06	2024-02-05	90	3	1e+05	0.000861799654799829
78	5		2024-01-15			11	11	1e+06	2024-02-05	90	4	50000	0.000861799654799829
79	1		2024-01-16			15	15	1e+06	2024-02-05	90	1	4e+05	0.000871209204542765
79	2		2024-01-16			15	15	1e+06	2024-02-05	90	1	4e+05	0.000871209204542765
79	3		2024-01-16			15	15	1e+06	2024-02-05	90	2	2e+05	0.000871209204542765
79	4		2024-01-16			15	15	1e+06	2024-02-05	90	3	1e+05	0.000871209204542765
79	5		2024-01-16			15	15	1e+06	2024-02-05	90	4	50000	0.000871209204542765
80	1		2024-01-17			14	14	1e+06	2024-02-05	90	1	4e+05	0.000869185211053884
80	2		2024-01-17			14	14	1e+06	2024-02-05	90	1	4e+05	0.000869185211053884
80	3		2024-01-17			14	14	1e+06	2024-02-05	90	2	2e+05	0.000869185211053884
80	4		2024-01-17			14	14	1e+06	2024-02-05	90	3	1e+05	0.000869185211053884
80	5		2024-01-17			14	14	1e+06	2024-02-05	90	4	50000	0.000869185211053884
81	1		2024-01-18			8	8	1e+06	2024-02-05	90	1	4e+05	0.000867034121663692
81	2		2024-01-18			8	8	1e+06	2024-02-05	90	1	4e+05	0.000867034121663692
81	3		2024-01-18			8	8	1e+06	2024-02-05	90	2	2e+05	0.000867034121663692
81	4		2024-01-18			8	8	1e+06	2024-02-05	90	3	1e+05	0.000867034121663692
81	5	7.87700698821362	2024-01-18	3.86712344199376	0	8	8	1e+06	2024-02-05	90	4	50000	0.000867034121663692
82	1		2024-01-19			8	8	1e+06	2024-02-05	90	1	4e+05	0.000865467129392603
82	2		2024-01-19			8	8	1e+06	2024-02-05	90	1	4e+05	0.000865467129392603
82	3		2024-01-19			8	8	1e+06	2024-02-05	90	2	2e+05	0.000865467129392603
82	4		2024-01-19			8	8	1e+06	2024-02-05	90	3	1e+05	0.000865467129392603
82	5	6.44736463346304	2024-01-19	3.86712344199376	0	8	8	1e+06	2024-02-05	90	4	50000	0.000865467129392603
83	1		2024-01-20			5	5	1e+06	2024-02-05	90	1	4e+05	0.000863956372546081
83	2	8.78221834364671	2024-01-20	3.46396345552081	0	5	5	1e+06	2024-02-05	90	1	4e+05	0.000863956372546081
83	3		2024-01-20			5	5	1e+06	2024-02-05	90	2	2e+05	0.000863956372546081
83	4		2024-01-20			5	5	1e+06	2024-02-05	90	3	1e+05	0.000863956372546081
83	5		2024-01-20			5	5	1e+06	2024-02-05	90	4	50000	0.000863956372546081
84	1	8.73564069126942	2024-01-21	3.80549506716936	0	7	7	1e+06	2024-02-05	90	1	4e+05	0.000862533776479147
84	2		2024-01-21			7	7	1e+06	2024-02-05	90	1	4e+05	0.000862533776479147
84	3		2024-01-21			7	7	1e+06	2024-02-05	90	2	2e+05	0.000862533776479147
84	4		2024-01-21			7	7	1e+06	2024-02-05	90	3	1e+05	0.000862533776479147
84	5		2024-01-21			7	7	1e+06	2024-02-05	90	4	50000	0.000862533776479147
85	1	8.1183762055312	2024-01-22	3.80549506716936	0	9	9	1e+06	2024-02-05	90	1	4e+05	0.000828059442079499
85	2		2024-01-22			9	9	1e+06	2024-02-05	90	1	4e+05	0.000828059442079499
85	3	8.15121391750941	2024-01-22	4.01075017260572	0	9	9	1e+06	2024-02-05	90	2	2e+05	0.000828059442079499
85	4		2024-01-22			9	9	1e+06	2024-02-05	90	3	1e+05	0.000828059442079499
85	5		2024-01-22			9	9	1e+06	2024-02-05	90	4	50000	0.000828059442079499
86	1		2024-01-23			12	12	1e+06	2024-02-05	90	1	4e+05	0.000821602526519418
86	2		2024-01-23			12	12	1e+06	2024-02-05	90	1	4e+05	0.000821602526519418
86	3		2024-01-23			12	12	1e+06	2024-02-05	90	2	2e+05	0.000821602526519418
86	4		2024-01-23			12	12	1e+06	2024-02-05	90	3	1e+05	0.000821602526519418
86	5		2024-01-23			12	12	1e+06	2024-02-05	90	4	50000	0.000821602526519418
87	1		2024-01-24			6	6	1e+06	2024-02-05	90	1	4e+05	0.000809336965969484
87	2		2024-01-24			6	6	1e+06	2024-02-05	90	1	4e+05	0.000809336965969484
87	3		2024-01-24			6	6	1e+06	2024-02-05	90	2	2e+05	0.000809336965969484
87	4		2024-01-24			6	6	1e+06	2024-02-05	90	3	1e+05	0.000809336965969484
87	5	7.68024834932647	2024-01-24	3.86712344199376	0	6	6	1e+06	2024-02-05	90	4	50000	0.000809336965969484
88	1		2024-01-25			14	14	1e+06	2024-02-05	90	1	4e+05	0.00079714225263375
88	2		2024-01-25			14	14	1e+06	2024-02-05	90	1	4e+05	0.00079714225263375
88	3		2024-01-25			14	14	1e+06	2024-02-05	90	2	2e+05	0.00079714225263375
88	4		2024-01-25			14	14	1e+06	2024-02-05	90	3	1e+05	0.00079714225263375
88	5		2024-01-25			14	14	1e+06	2024-02-05	90	4	50000	0.00079714225263375
89	1		2024-01-26			10	10	1e+06	2024-02-05	90	1	4e+05	0.000785402041327787
89	2		2024-01-26			10	10	1e+06	2024-02-05	90	1	4e+05	0.000785402041327787
89	3		2024-01-26			10	10	1e+06	2024-02-05	90	2	2e+05	0.000785402041327787
89	4		2024-01-26			10	10	1e+06	2024-02-05	90	3	1e+05	0.000785402041327787
89	5		2024-01-26			10	10	1e+06	2024-02-05	90	4	50000	0.000785402041327787
90	1	8.9193378512175	2024-01-27	3.80549506716936	0	6	6	1e+06	2024-02-05	90	1	4e+05	0.00077384613079932
90	2		2024-01-27			6	6	1e+06	2024-02-05	90	1	4e+05	0.00077384613079932
90	3	8.13157806042153	2024-01-27	4.01075017260572	0	6	6	1e+06	2024-02-05	90	2	2e+05	0.00077384613079932
90	4		2024-01-27			6	6	1e+06	2024-02-05	90	3	1e+05	0.00077384613079932
90	5		2024-01-27			6	6	1e+06	2024-02-05	90	4	50000	0.00077384613079932
91	1		2024-01-28				9	1e+06	2024-02-05	90	1	4e+05	0.000762484020063359
91	2		2024-01-28				9	1e+06	2024-02-05	90	1	4e+05	0.000762484020063359
91	3		2024-01-28				9	1e+06	2024-02-05	90	2	2e+05	0.000762484020063359
91	4		2024-01-28				9	1e+06	2024-02-05	90	3	1e+05	0.000762484020063359
91	5	6.79403430928	2024-01-28	3.86712344199376	0		9	1e+06	2024-02-05	90	4	50000	0.000762484020063359
92	1		2024-01-29				6	1e+06	2024-02-05	90	1	4e+05	0.000799766434578809
92	2		2024-01-29				6	1e+06	2024-02-05	90	1	4e+05	0.000799766434578809
92	3		2024-01-29				6	1e+06	2024-02-05	90	2	2e+05	0.000799766434578809
92	4		2024-01-29				6	1e+06	2024-02-05	90	3	1e+05	0.000799766434578809
92	5		2024-01-29				6	1e+06	2024-02-05	90	4	50000	0.000799766434578809
93	1		2024-01-30				12	1e+06	2024-02-05	90	1	4e+05	0.000795992564634426
93	2		2024-01-30				12	1e+06	2024-02-05	90	1	4e+05	0.000795992564634426
93	3		2024-01-30				12	1e+06	2024-02-05	90	2	2e+05	0.000795992564634426
93	4		2024-01-30				12	1e+06	2024-02-05	90	3	1e+05	0.000795992564634426
93	5		2024-01-30				12	1e+06	2024-02-05	90	4	50000	0.000795992564634426
94	1		2024-01-31				8	1e+06	2024-02-05	90	1	4e+05	0.00080150456741431
94	2		2024-01-31				8	1e+06	2024-02-05	90	1	4e+05	0.00080150456741431
94	3		2024-01-31				8	1e+06	2024-02-05	90	2	2e+05	0.00080150456741431
94	4		2024-01-31				8	1e+06	2024-02-05	90	3	1e+05	0.00080150456741431
94	5		2024-01-31				8	1e+06	2024-02-05	90	4	50000	0.00080150456741431
95	1		2024-02-01				9	1e+06	2024-02-05	90	1	4e+05	0.000807169781043701
95	2		2024-02-01				9	1e+06	2024-02-05	90	1	4e+05	0.000807169781043701
95	3		2024-02-01				9	1e+06	2024-02-05	90	2	2e+05	0.000807169781043701
95	4		2024-02-01				9	1e+06	2024-02-05	90	3	1e+05	0.000807169781043701
95	5		2024-02-01				9	1e+06	2024-02-05	90	4	50000	0.000807169781043701
96	1		2024-02-02				7	1e+06	2024-02-05	90	1	4e+05	0.000812483294133183
96	2		2024-02-02				7	1e+06	2024-02-05	90	1	4e+05	0.000812483294133183
96	3		2024-02-02				7	1e+06	2024-02-05	90	2	2e+05	0.000812483294133183
96	4		2024-02-02				7	1e+06	2024-02-05	90	3	1e+05	0.000812483294133183
96	5		2024-02-02				7	1e+06	2024-02-05	90	4	50000	0.000812483294133183
97	1		2024-02-03				7	1e+06	2024-02-05	90	1	4e+05	0.000817868754252128
97	2		2024-02-03				7	1e+06	2024-02-05	90	1	4e+05	0.000817868754252128
97	3		2024-02-03				7	1e+06	2024-02-05	90	2	2e+05	0.000817868754252128
97	4		2024-02-03				7	1e+06	2024-02-05	90	3	1e+05	0.000817868754252128
97	5		2024-02-03				7	1e+06	2024-02-05	90	4	50000	0.000817868754252128
98	1		2024-02-04				9	1e+06	2024-02-05	90	1	4e+05	0.000823297300314913
98	2		2024-02-04				9	1e+06	2024-02-05	90	1	4e+05	0.000823297300314913
98	3		2024-02-04				9	1e+06	2024-02-05	90	2	2e+05	0.000823297300314913
98	4		2024-02-04				9	1e+06	2024-02-05	90	3	1e+05	0.000823297300314913
98	5		2024-02-04				9	1e+06	2024-02-05	90	4	50000	0.000823297300314913
99	1		2024-02-05				8	1e+06	2024-02-05	90	1	4e+05	0.000849209201833048
99	2		2024-02-05				8	1e+06	2024-02-05	90	1	4e+05	0.000849209201833048
99	3		2024-02-05				8	1e+06	2024-02-05	90	2	2e+05	0.000849209201833048
99	4		2024-02-05				8	1e+06	2024-02-05	90	3	1e+05	0.000849209201833048
99	5		2024-02-05				8	1e+06	2024-02-05	90	4	50000	0.000849209201833048
100	1		2024-02-06				7	1e+06	2024-02-05	90	1	4e+05	0.000858305930407811
100	2		2024-02-06				7	1e+06	2024-02-05	90	1	4e+05	0.000858305930407811
100	3		2024-02-06				7	1e+06	2024-02-05	90	2	2e+05	0.000858305930407811
100	4		2024-02-06				7	1e+06	2024-02-05	90	3	1e+05	0.000858305930407811
100	5		2024-02-06				7	1e+06	2024-02-05	90	4	50000	0.000858305930407811
101	1		2024-02-07				4	1e+06	2024-02-05	90	1	4e+05	0.000871552235784833
101	2		2024-02-07				4	1e+06	2024-02-05	90	1	4e+05	0.000871552235784833
101	3		2024-02-07				4	1e+06	2024-02-05	90	2	2e+05	0.000871552235784833
101	4		2024-02-07				4	1e+06	2024-02-05	90	3	1e+05	0.000871552235784833
101	5		2024-02-07				4	1e+06	2024-02-05	90	4	50000	0.000871552235784833
102	1		2024-02-08				8	1e+06	2024-02-05	90	1	4e+05	0.000885062046142915
102	2		2024-02-08				8	1e+06	2024-02-05	90	1	4e+05	0.000885062046142915
102	3		2024-02-08				8	1e+06	2024-02-05	90	2	2e+05	0.000885062046142915
102	4		2024-02-08				8	1e+06	2024-02-05	90	3	1e+05	0.000885062046142915
102	5		2024-02-08				8	1e+06	2024-02-05	90	4	50000	0.000885062046142915
103	1		2024-02-09				7	1e+06	2024-02-05	90	1	4e+05	0.000898653655708608
103	2		2024-02-09				7	1e+06	2024-02-05	90	1	4e+05	0.000898653655708608
103	3		2024-02-09				7	1e+06	2024-02-05	90	2	2e+05	0.000898653655708608
103	4		2024-02-09				7	1e+06	2024-02-05	90	3	1e+05	0.000898653655708608
103	5		2024-02-09				7	1e+06	2024-02-05	90	4	50000	0.000898653655708608
104	1		2024-02-10				7	1e+06	2024-02-05	90	1	4e+05	0.000912511967918031
104	2		2024-02-10				7	1e+06	2024-02-05	90	1	4e+05	0.000912511967918031
104	3		2024-02-10				7	1e+06	2024-02-05	90	2	2e+05	0.000912511967918031
104	4		2024-02-10				7	1e+06	2024-02-05	90	3	1e+05	0.000912511967918031
104	5		2024-02-10				7	1e+06	2024-02-05	90	4	50000	0.000912511967918031
105	1		2024-02-11				12	1e+06	2024-02-05	90	1	4e+05	0.000926626990018999
105	2		2024-02-11				12	1e+06	2024-02-05	90	1	4e+05	0.000926626990018999
105	3		2024-02-11				12	1e+06	2024-02-05	90	2	2e+05	0.000926626990018999
105	4		2024-02-11				12	1e+06	2024-02-05	90	3	1e+05	0.000926626990018999
105	5		2024-02-11				12	1e+06	2024-02-05	90	4	50000	0.000926626990018999
106	1		2024-02-12				7	1e+06	2024-02-05	90	1	4e+05	0.000913341840074717
106	2		2024-02-12				7	1e+06	2024-02-05	90	1	4e+05	0.000913341840074717
106	3		2024-02-12				7	1e+06	2024-02-05	90	2	2e+05	0.000913341840074717
106	4		2024-02-12				7	1e+06	2024-02-05	90	3	1e+05	0.000913341840074717
106	5		2024-02-12				7	1e+06	2024-02-05	90	4	50000	0.000913341840074717
107	1		2024-02-13				7	1e+06	2024-02-05	90	1	4e+05	0.000922896656445218
107	2		2024-02-13				7	1e+06	2024-02-05	90	1	4e+05	0.000922896656445218
107	3		2024-02-13				7	1e+06	2024-02-05	90	2	2e+05	0.000922896656445218
107	4		2024-02-13				7	1e+06	2024-02-05	90	3	1e+05	0.000922896656445218
107	5		2024-02-13				7	1e+06	2024-02-05	90	4	50000	0.000922896656445218
108	1		2024-02-14				7	1e+06	2024-02-05	90	1	4e+05	0.000927528395146316
108	2		2024-02-14				7	1e+06	2024-02-05	90	1	4e+05	0.000927528395146316
108	3		2024-02-14				7	1e+06	2024-02-05	90	2	2e+05	0.000927528395146316
108	4		2024-02-14				7	1e+06	2024-02-05	90	3	1e+05	0.000927528395146316
108	5		2024-02-14				7	1e+06	2024-02-05	90	4	50000	0.000927528395146316
109	1		2024-02-15				8	1e+06	2024-02-05	90	1	4e+05	0.000932136792469634
109	2		2024-02-15				8	1e+06	2024-02-05	90	1	4e+05	0.000932136792469634
109	3		2024-02-15				8	1e+06	2024-02-05	90	2	2e+05	0.000932136792469634
109	4		2024-02-15				8	1e+06	2024-02-05	90	3	1e+05	0.000932136792469634
109	5		2024-02-15				8	1e+06	2024-02-05	90	4	50000	0.000932136792469634
110	1		2024-02-16				4	1e+06	2024-02-05	90	1	4e+05	0.000937028946642744
110	2		2024-02-16				4	1e+06	2024-02-05	90	1	4e+05	0.000937028946642744
110	3		2024-02-16				4	1e+06	2024-02-05	90	2	2e+05	0.000937028946642744
110	4		2024-02-16				4	1e+06	2024-02-05	90	3	1e+05	0.000937028946642744
110	5		2024-02-16				4	1e+06	2024-02-05	90	4	50000	0.000937028946642744
111	1		2024-02-17				7	1e+06	2024-02-05	90	1	4e+05	0.00094197897176175
111	2		2024-02-17				7	1e+06	2024-02-05	90	1	4e+05	0.00094197897176175
111	3		2024-02-17				7	1e+06	2024-02-05	90	2	2e+05	0.00094197897176175
111	4		2024-02-17				7	1e+06	2024-02-05	90	3	1e+05	0.00094197897176175
111	5		2024-02-17				7	1e+06	2024-02-05	90	4	50000	0.00094197897176175
112	1		2024-02-18				5	1e+06	2024-02-05	90	1	4e+05	0.000947000679861772
112	2		2024-02-18				5	1e+06	2024-02-05	90	1	4e+05	0.000947000679861772
112	3		2024-02-18				5	1e+06	2024-02-05	90	2	2e+05	0.000947000679861772
112	4		2024-02-18				5	1e+06	2024-02-05	90	3	1e+05	0.000947000679861772
112	5		2024-02-18				5	1e+06	2024-02-05	90	4	50000	0.000947000679861772
113	1		2024-02-19				10	1e+06	2024-02-05	90	1	4e+05	0.00102938326874019
113	2		2024-02-19				10	1e+06	2024-02-05	90	1	4e+05	0.00102938326874019
113	3		2024-02-19				10	1e+06	2024-02-05	90	2	2e+05	0.00102938326874019
113	4		2024-02-19				10	1e+06	2024-02-05	90	3	1e+05	0.00102938326874019
113	5		2024-02-19				10	1e+06	2024-02-05	90	4	50000	0.00102938326874019
114	1		2024-02-20				3	1e+06	2024-02-05	90	1	4e+05	0.00104861781078916
114	2		2024-02-20				3	1e+06	2024-02-05	90	1	4e+05	0.00104861781078916
114	3		2024-02-20				3	1e+06	2024-02-05	90	2	2e+05	0.00104861781078916
114	4		2024-02-20				3	1e+06	2024-02-05	90	3	1e+05	0.00104861781078916
114	5		2024-02-20				3	1e+06	2024-02-05	90	4	50000	0.00104861781078916
115	1		2024-02-21				10	1e+06	2024-02-05	90	1	4e+05	0.00108392374299587
115	2		2024-02-21				10	1e+06	2024-02-05	90	1	4e+05	0.00108392374299587
115	3		2024-02-21				10	1e+06	2024-02-05	90	2	2e+05	0.00108392374299587
115	4		2024-02-21				10	1e+06	2024-02-05	90	3	1e+05	0.00108392374299587
115	5		2024-02-21				10	1e+06	2024-02-05	90	4	50000	0.00108392374299587
116	1		2024-02-22				6	1e+06	2024-02-05	90	1	4e+05	0.00112041404060539
116	2		2024-02-22				6	1e+06	2024-02-05	90	1	4e+05	0.00112041404060539
116	3		2024-02-22				6	1e+06	2024-02-05	90	2	2e+05	0.00112041404060539
116	4		2024-02-22				6	1e+06	2024-02-05	90	3	1e+05	0.00112041404060539
116	5		2024-02-22				6	1e+06	2024-02-05	90	4	50000	0.00112041404060539
117	1		2024-02-23				9	1e+06	2024-02-05	90	1	4e+05	0.00115746811066289
117	2		2024-02-23				9	1e+06	2024-02-05	90	1	4e+05	0.00115746811066289
117	3		2024-02-23				9	1e+06	2024-02-05	90	2	2e+05	0.00115746811066289
117	4		2024-02-23				9	1e+06	2024-02-05	90	3	1e+05	0.00115746811066289
117	5		2024-02-23				9	1e+06	2024-02-05	90	4	50000	0.00115746811066289
118	1		2024-02-24				7	1e+06	2024-02-05	90	1	4e+05	0.00119582408925606
118	2		2024-02-24				7	1e+06	2024-02-05	90	1	4e+05	0.00119582408925606
118	3		2024-02-24				7	1e+06	2024-02-05	90	2	2e+05	0.00119582408925606
118	4		2024-02-24				7	1e+06	2024-02-05	90	3	1e+05	0.00119582408925606
118	5		2024-02-24				7	1e+06	2024-02-05	90	4	50000	0.00119582408925606
119	1		2024-02-25				7	1e+06	2024-02-05	90	1	4e+05	0.00123545884649584
119	2		2024-02-25				7	1e+06	2024-02-05	90	1	4e+05	0.00123545884649584
119	3		2024-02-25				7	1e+06	2024-02-05	90	2	2e+05	0.00123545884649584
119	4		2024-02-25				7	1e+06	2024-02-05	90	3	1e+05	0.00123545884649584
119	5		2024-02-25				7	1e+06	2024-02-05	90	4	50000	0.00123545884649584
120	1		2024-02-26				6	1e+06	2024-02-05	90	1	4e+05	0.00131953405788595
120	2		2024-02-26				6	1e+06	2024-02-05	90	1	4e+05	0.00131953405788595
120	3		2024-02-26				6	1e+06	2024-02-05	90	2	2e+05	0.00131953405788595
120	4		2024-02-26				6	1e+06	2024-02-05	90	3	1e+05	0.00131953405788595
120	5		2024-02-26				6	1e+06	2024-02-05	90	4	50000	0.00131953405788595
121	1		2024-02-27				7	1e+06	2024-02-05	90	1	4e+05	0.00137118304332127
